alkene	"生物基烯烃" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
citric acid	"柠檬酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
dimethyl carbonate	"碳酸二甲酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
epichlorohydrin	"环氧氯丙烷" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
erythritol	"赤藓糖醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
ethanol	"乙醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
ethylene glycol	"乙二醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
farnesene	("法呢烯") AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
furfural	"糠醛" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
glycerol	"丙三醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
hexamethylenediamine	"己二胺" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
hydroxymethylfurfural	"羟甲基糠醛" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
isobutanol	"异丁醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
isoprene	"异戊二烯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
isosorbide	"异山梨醇酐" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
itaconic acid	"衣康酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
L-glutamic acid	"L-谷氨酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
L-lysine	"L-赖氨酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
L-threonine	"L-苏氨酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
lactic acid	"乳酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
lactide	"丙交酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
levoglucosenone	"左旋葡聚糖酮" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
levulinic acid	"乙酰丙酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
limonene	"柠檬烯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
malic acid	"苹果酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
methylmethacryalte	"甲基丙烯酸甲酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
monoethylene glycol	"单乙二醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
pentanediamine	"戊二胺" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
poly(ethylene furanoate)	"聚呋喃二甲酸乙二醇酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polyamide	"聚酰胺" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polybutylene adipate terephthalate	"聚对苯二甲酸丁二醇酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polybutylene succinate	"聚丁二酸丁二醇酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polycarbonate	"聚碳酸酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polyhydroxyalkanoate	"聚羟基脂肪酸酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polylactic acid	"聚乳酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polytetrahydrofuran	"聚四氢呋喃" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
polyurethane	"聚氨酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
propylene	"丙烯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
sebacic acid	"癸二酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
sorbitol	"山梨醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
succinic acid	"丁二酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
tetrahydrofuran	"四氢呋喃" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
xylitol	"木糖醇" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
γ-aminobutyric acid	"氨基丁酸" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
γ-butyrolactone	"γ-丁内酯" AND ("生物制造" OR "酵母" OR "发酵" OR "生物反应器" OR "生物") AND ("吨" OR "升") AND ("年产" OR "产能" OR "生产") AND ("非粮生物质" OR "玉米" OR "秸秆" OR "纤维素" OR "糖" OR "玉米芯" OR "非粮生物基材料" OR "非粮生物基" OR "生物基" OR "生物基材料")
